Source,Target
JEB:R2 D R' U R D' R' U R D R' U2 R D' R2,JSG:R D R' U' R D' R' U
JEC:R U' R' U2 R' D' R U R' D R U R U R',JFC:R' U2 R' D' R U R' D R U R
JEG:R2 D R' U R D' R' U' R',JFT:U' R' U' R2 D R' U R D' R' U' R' U R U
JEG:R2 D R' U R D' R' U' R',JGE:R U R D R' U' R D' R2
JEG:R2 D R' U R D' R' U' R',JGS:U' R D R' U R D' R'
JEG:R2 D R' U R D' R' U' R',JQG:R D' R' U' R D R' U
JEH:R D R D' R' U R D R' U' D' R',JGQ:U' R D' R' U R D R'
JEH:R D R D' R' U R D R' U' D' R',JHE:R U D R D' R' U' R D R' D' R'
JEH:R D R D' R' U R D R' U' D' R',JSG:R D R' U' R D' R' U
JEI:R2 D' R' U R' D R U R' D' R U' R D R' U' R',JGR:U' R D' R' U R' D R U R' D' R U' R D R'
JEI:R2 D' R' U R' D R U R' D' R U' R D R' U' R',JIE:R U R D' R' U R' D R U' R' D' R U' R D R2
JEM:U R' U' R' D R U R' D' R2 U',JME:U R2 D R U' R' D' R U R U'
JEM:U R' U' R' D R U R' D' R2 U',JWF:U' R' U' R' D R U R' D' R2 U
JEM:U R' U' R' D R U R' D' R2 U',JMA:U' R' D R U R' D' R
JEN:R U R' D R U R' D' R U2 R',JMA:U' R' D R U R' D' R
JEN:R U R' D R U R' D' R U2 R',JNE:R U2 R' D R U' R' D' R U' R'
JEN:R U R' D R U R' D' R U2 R',JGM:R' D R U R' D' R U'
JEO:R2 D' R' U R D R' U' R',JER:D R2 D' R' U R D R' U' R' D'
JEO:R2 D' R' U R D R' U' R',JGQ:U' R D' R' U R D R'
JEO:R2 D' R' U R D R' U' R',JOE:R U R D' R' U' R D R2
JEO:R2 D' R' U R D R' U' R',JSG:R D R' U' R D' R' U
JEP:U R' U2 D' R D R' U R D' R' U D R U',JPA:U2 D' R D R' U R D' R' U D
JEP:U R' U2 D' R D R' U R D' R' U D R U',JPE:U R' U' D' R D R' U' R D' R' U2 D R U'
JEQ:R D' R D R' U R D' R' U' D R',JGS:U' R D R' U R D' R'
JEQ:R D' R D R' U R D' R' U' D R',JQE:R U D' R D R' U' R D' R' D R'
JEQ:R D' R D R' U R D' R' U' D R',JQG:R D' R' U' R D R' U
JER:D R2 D' R' U R D R' U' R' D',JRE:D R U R D' R' U' R D R2 D'
JES:R U D' R' D R U R' D' R U2 D R',JMA:U' R' D R U R' D' R
JES:R U D' R' D R U R' D' R U2 D R',JSE:R U2 D' R' D R U' R' D' R U' D R'
JES:R U D' R' D R U R' D' R U2 D R',JGY:D' R' D R U R' D' R U' D
JET:R U R' D' R U R' D R U2 R',JEZ:D R U R' D' R U R' D R U2 R' D'
JET:R U R' D' R U R' D R U2 R',JSF:R' U R' D' R U R' D R U2 R
JET:R U R' D' R U R' D R U2 R',JTE:R U2 R' D' R U' R' D R U' R'
JET:R U R' D' R U R' D R U2 R',JZA:U' R' D' R U R' D R
JET:R U R' D' R U R' D R U2 R',JGZ:R' D' R U R' D R U'
JEW:R U D R' D' R U R' D R U2 D' R',JEX:D' R U D R' D' R U R' D R U2 D' R' D
JEW:R U D R' D' R U R' D R U2 D' R',JWE:R U2 D R' D' R U' R' D R U' D' R'
JEW:R U D R' D' R U R' D R U2 D' R',JZA:U' R' D' R U R' D R
JEW:R U D R' D' R U R' D R U2 D' R',JGN:D R' D' R U R' D R U' D'
JEX:D' R U D R' D' R U R' D R U2 D' R' D,JXE:D' R U2 D R' D' R U' R' D R U' D' R' D
JEY:R U R2 D' R U' R' D R U R U' R',JGC:R2 D' R U' R' D R U R
JEY:R U R2 D' R U' R' D R U R U' R',JYE:R U R' U' R' D' R U R' D R2 U' R'
JEZ:D R U R' D' R U R' D R U2 R' D',JZE:D R U2 R' D' R U' R' D R U' R' D'
JFA:U' R2 D' R U' R' D R U R U,JGC:R2 D' R U' R' D R U R
JFB:R2 U' R U' R' D' R U2 R' D R U' R' U R2,JTB:R U' R' D' R U2 R' D R U' R'
JFC:R' U2 R' D' R U R' D R U R,JZA:U' R' D' R U R' D R
JFC:R' U2 R' D' R U R' D R U R,JGZ:R' D' R U R' D R U'
JFG:R' U2 R' D' R U2 R' D R2,JGF:R2 D' R U2 R' D R U2 R
JFG:R' U2 R' D' R U2 R' D R2,JZD:U2 R' D' R U2 R' D R
JFH:R B' D' R' U' R D R' U R B R',JHF:R B' R' U' R D' R' U R D B R'
JFH:R B' D' R' U' R D R' U R B R',JQG:R D' R' U' R D R' U
JFH:R B' D' R' U' R D R' U R B R',JGS:U' R D R' U R D' R'
JFI:U R2 D R' U2 R D' R' U2 R' U',JIF:U R U2 R D R' U2 R D' R2 U'
JFM:R B' R' U R' D R U' R' D' R2 B R',JMF:R B' R2 D R U R' D' R U' R B R'
JFM:R B' R' U R' D R U' R' D' R2 B R',JZN:R U R' D R U' R' D'
JFM:R B' R' U R' D R U' R' D' R2 B R',JMG:U R' D R U' R' D' R
JFN:D R' D' R2 B' R2 D R D' R B R',JNF:R B' R' D R' D' R2 B R2 D R D'
JFO:R B D' R' U R D R' U' R B' R',JGQ:U' R D' R' U R D R'
JFO:R B D' R' U R D R' U' R B' R',JOF:R B R' U R D' R' U' R D B' R'
JFO:R B D' R' U R D R' U' R B' R',JSG:R D R' U' R D' R' U
JFP:U' R' U' R D' R' U' R D R' U2 R U,JPF:U' R' U2 R D' R' U R D R' U R U
JFQ:R D' R U D R' U' R D' R' U R U' R' D R',JQF:R D' R U R' U' R D R' U R U' D' R' D R'
JFQ:R D' R U D R' U' R D' R' U R U' R' D R',JSG:R D R' U' R D' R' U
JFQ:R D' R U D R' U' R D' R' U R U' R' D R',JGQ:U' R D' R' U R D R'
JFR:U R' F R2 D R' U' R D' R' U R' F' R U',JRF:U R' F R U' R D R' U R D' R2 F' R U'
JFR:U R' F R2 D R' U' R D' R' U R' F' R U',JSG:R D R' U' R D' R' U
JFR:U R' F R2 D R' U' R D' R' U R' F' R U',JGQ:U' R D' R' U R D R'
JFS:R' U2 R' D' R U' R' D R U' R,JSF:R' U R' D' R U R' D R U2 R
JFS:R' U2 R' D' R U' R' D R U' R,JTE:R U2 R' D' R U' R' D R U' R'
JFS:R' U2 R' D' R U' R' D R U' R,JZG:U R' D' R U' R' D R
JFT:U' R' U' R2 D R' U R D' R' U' R' U R U,JTF:U' R' U' R U R D R' U' R D' R2 U R U
JFW:U' R2 D R U' R' D' R U R U,JFX:U' D' R2 D R U' R' D' R U R U D
JFW:U' R2 D R U' R' D' R U R U,JME:U R2 D R U' R' D' R U R U'
JFW:U' R2 D R U' R' D' R U R U,JWF:U' R' U' R' D R U R' D' R2 U
JFW:U' R2 D R U' R' D' R U R U,JZA:U' R' D' R U R' D R
JFX:U' D' R2 D R U' R' D' R U R U D,JXF:U' D' R' U' R' D R U R' D' R2 U D
JFX:U' D' R2 D R U' R' D' R U R U D,JZA:U' R' D' R U R' D R
JFY:U' R' U' R D R' U' R D' R' U2 R U,JYF:U' R' U2 R D R' U R D' R' U R U
JFZ:R B' R' U R' D' R U' R' D R2 B R',JZF:R B' R2 D' R U R' D R U' R B R'
JFZ:R B' R' U R' D' R U' R' D R2 B R',JZT:R U R' D' R U' R' D
JFZ:R B' R' U R' D' R U' R' D R2 B R',JZG:U R' D' R U' R' D R
JGA:R F' R2 D R U R' D' R U' R F R',JGM:R' D R U R' D' R U'
JGA:R F' R2 D R U R' D' R U' R F R',JNZ:D R U R' D' R U' R'
JGB:R U2 R D R' U2 R D' R2,JIF:U R U2 R D R' U2 R D' R2 U'
JGB:R U2 R D R' U2 R D' R2,JRW:U R' F R U2 R D R' U2 R D' R2 F' R U'
JGC:R2 D' R U' R' D R U R,JMA:U' R' D R U R' D' R
JGD:R' B' R U' R D R' U R D' R2 B R,JQG:R D' R' U' R D R' U
JGD:R' B' R U' R D R' U R D' R2 B R,JGS:U' R D R' U R D' R'
JGE:R U R D R' U' R D' R2,JGQ:U' R D' R' U R D R'
JGE:R U R D R' U' R D' R2,JTF:U' R' U' R U R D R' U' R D' R2 U R U
JGE:R U R D R' U' R D' R2,JSG:R D R' U' R D' R' U
JGF:R2 D' R U2 R' D R U2 R,JIA:U' R2 D' R U2 R' D R U2 R U
JGF:R2 D' R U2 R' D R U2 R,JMD:U2 R' D R U2 R' D' R
JGM:R' D R U R' D' R U',JGY:D' R' D R U R' D' R U' D
JGM:R' D R U R' D' R U',JMA:U' R' D R U R' D' R
JGM:R' D R U R' D' R U',JMG:U R' D R U' R' D' R
JGM:R' D R U R' D' R U',JNZ:D R U R' D' R U' R'
JGM:R' D R U R' D' R U',JWO:R B R' U R' D R U R' D' R U2 R B' R'
JGM:R' D R U R' D' R U',JMF:R B' R2 D R U R' D' R U' R B R'
JGM:R' D R U R' D' R U',JSW:U' R2 D R U R' D' R U' R U
JGM:R' D R U R' D' R U',JPM:U' R B R2 D R U R' D' R U' R B' R' U
JGM:R' D R U R' D' R U',JQR:R D' R2 D R U R' D' R U' R D R'
JGN:D R' D' R U R' D R U' D',JGZ:R' D' R U R' D R U'
JGN:D R' D' R U R' D R U' D',JMO:R B R' U D R' D' R U R' D R U2 D' R B' R'
JGN:D R' D' R U R' D R U' D',JNA:U' D R' D' R U R' D R D'
JGN:D R' D' R U R' D R U' D',JNG:U D R' D' R U' R' D R D'
JGN:D R' D' R U R' D R U' D',JWZ:R D R' D' R U R' D R U' D' R'
JGO:R' B D' R U R' D R U' R' B' R,JOG:R' B R U R' D' R U' R' D B' R
JGO:R' B D' R U R' D R U' R' B' R,JTZ:D' R U R' D R U' R'
JGP:U' D' R D R' U R D' R' D,JGS:U' R D R' U R D' R'
JGP:U' D' R D R' U R D' R' D,JPA:U2 D' R D R' U R D' R' U D
JGP:U' D' R D R' U R D' R' D,JPG:D' R D R' U' R D' R' U D
JGP:U' D' R D R' U R D' R' D,JQZ:R U' D' R D R' U R D' R' D R'
JGP:U' D' R D R' U R D' R' D,JQG:R D' R' U' R D R' U
JGQ:U' R D' R' U R D R',JGT:U' D R D' R' U R D R' D'
JGQ:U' R D' R' U R D R',JHF:R B' R' U' R D' R' U R D B R'
JGQ:U' R D' R' U R D R',JHS:U' R U D R' U' R D' R' U R U' R' U
JGQ:U' R D' R' U R D R',JNS:R' F' R2 D R' U' R D' R' U R' F R
JGQ:U' R D' R' U R D R',JOZ:R U' R D' R' U R D R2
JGQ:U' R D' R' U R D R',JQA:U2 R D' R' U R D R' U
JGQ:U' R D' R' U R D R',JQG:R D' R' U' R D R' U
JGQ:U' R D' R' U R D R',JRC:U2 R U D R' U' R D' R' U R U' R' U2
JGQ:U' R D' R' U R D R',JSG:R D R' U' R D' R' U
JGQ:U' R D' R' U R D R',JSP:U' R' U' R D' R' U R U D
JGQ:U' R D' R' U R D R',JWG:R F' D R' U' R D' R' U R F R'
JGQ:U' R D' R' U R D R',JOH:R U' D' R' U R D R' U' R U R'
JGQ:U' R D' R' U R D R',JHT:R U' R' U R D R' U' R U D' R'
JGQ:U' R D' R' U R D R',JYO:R2 U' D' R' U R D R' U' R U R2
JGQ:U' R D' R' U R D R',JOR:R B R' U R D R' U' R D' B' R'
JGQ:U' R D' R' U R D R',JQE:R U D' R D R' U' R D' R' D R'
JGQ:U' R D' R' U R D R',JQH:R B' D' R' U R D R' U' R B R'
JGR:U' R D' R' U R' D R U R' D' R U' R D R',JRG:R D' R' U R' D R U' R' D' R U' R D R' U
JGS:U' R D R' U R D' R',JGW:R F' R' U' R D R' U R D' F R'
JGS:U' R D R' U R D' R',JPC:U2 R U D' R' U' R D R' U R U' R' U2
JGS:U' R D R' U R D' R',JPS:U' D' R' U' R D R' U R U
JGS:U' R D R' U R D' R',JQF:R D' R U R' U' R D R' U R U' D' R' D R'
JGS:U' R D R' U R D' R',JQG:R D' R' U' R D R' U
JGS:U' R D R' U R D' R',JRF:U R' F R U' R D R' U R D' R2 F' R U'
JGS:U' R D R' U R D' R',JSA:U2 R D R' U R D' R' U
JGS:U' R D R' U R D' R',JSG:R D R' U' R D' R' U
JGS:U' R D R' U R D' R',JSH:U' R U R' U' R D R' U R U' D' R' U
JGS:U' R D R' U R D' R',JSN:R' F' R U' R D R' U R D' R2 F R
JGS:U' R D R' U R D' R',JZO:R2 D' R' U' R D R' U R'
JGS:U' R D R' U R D' R',JHE:R U D R D' R' U' R D R' D' R'
JGS:U' R D R' U R D' R',JHO:R U' R' U R D' R' U' R U D R'
JGS:U' R D R' U R D' R',JHQ:R B' R' U R D' R' U' R D B R'
JGS:U' R D R' U R D' R',JOE:R U R D' R' U' R D R2
JGS:U' R D R' U R D' R',JOF:R B R' U R D' R' U' R D B' R'
JGS:U' R D R' U R D' R',JOY:R2 U' R' U R D' R' U' R U D R2
JGS:U' R D R' U R D' R',JRO:R B D R' U R D' R' U' R B' R'
JGS:U' R D R' U R D' R',JTH:R U' D R' U R D' R' U' R U R'
JGT:U' D R D' R' U R D R' D',JTA:U2 D R D' R' U R D R' U D'
JGT:U' D R D' R' U R D R' D',JTG:D R D' R' U' R D R' U D'
JGT:U' D R D' R' U R D R' D',JTN:R' F' R U' D R D' R' U R D R' D' R' F R
JGT:U' D R D' R' U R D R' D',JSG:R D R' U' R D' R' U
JGW:R F' R' U' R D R' U R D' F R',JQG:R D' R' U' R D R' U
JGW:R F' R' U' R D R' U R D' F R',JWG:R F' D R' U' R D' R' U R F R'
JGX:R' D R U' R D' R' U R D R' U R' D' R U',JRZ:D R U' R D' R' U R D R' U R' D' R U' R'
JGX:R' D R U' R D' R' U R D R' U R' D' R U',JXA:U' R' D R U' R D' R' U R D R' U R' D' R
JGX:R' D R U' R D' R' U R D R' U R' D' R U',JXG:U R' D R U' R D' R' U' R D R' U R' D' R
JGY:D' R' D R U R' D' R U' D,JSZ:R D' R' D R U R' D' R U' D R'
JGY:D' R' D R U R' D' R U' D,JYA:U' D' R' D R U R' D' R D
JGY:D' R' D R U R' D' R U' D,JYG:U D' R' D R U' R' D' R D
JGZ:R' D' R U R' D R U',JSF:R' U R' D' R U R' D R U2 R
JGZ:R' D' R U R' D R U',JTZ:D' R U R' D R U' R'
JGZ:R' D' R U R' D R U',JZA:U' R' D' R U R' D R
JGZ:R' D' R U R' D R U',JZG:U R' D' R U' R' D R
JGZ:R' D' R U R' D R U',JPZ:U' R B R2 D' R U R' D R U' R B' R' U
JGZ:R' D' R U R' D R U',JZF:R B' R2 D' R U R' D R U' R B R'
JHC:R' F D R U R' D' R U' R' F' R,JNZ:D R U R' D' R U' R'
JHE:R U D R D' R' U' R D R' D' R',JTG:D R D' R' U' R D R' U D'
JHF:R B' R' U' R D' R' U R D B R',JSG:R D R' U' R D' R' U
JHM:R' U D R U' R' D' R U R' U' R,JHY:D' R' U D R U' R' D' R U R' U' R D
JHM:R' U D R U' R' D' R U R' U' R,JMH:R' U R U' R' D R U R' U' D' R
JHM:R' U D R U' R' D' R U R' U' R,JMY:U D R U' R' D' R U R' U'
JHM:R' U D R U' R' D' R U R' U' R,JWC:U' R' U D R U' R' D' R U R' U' R U
JHN:R' F D R U' R' D' R U R' F' R,JNH:R' F R U' R' D R U R' D' F' R
JHN:R' F D R U' R' D' R U R' F' R,JZA:U' R' D' R U R' D R
JHO:R U' R' U R D' R' U' R U D R',JHR:D R U' R' U R D' R' U' R U D R' D'
JHO:R U' R' U R D' R' U' R U D R',JOH:R U' D' R' U R D R' U' R U R'
JHO:R U' R' U R D' R' U' R U D R',JOY:R2 U' R' U R D' R' U' R U D R2
JHO:R U' R' U R D' R' U' R U D R',JQC:U' R U' R' U R D' R' U' R U D R' U
JHO:R U' R' U R D' R' U' R U D R',JQG:R D' R' U' R D R' U
JHP:R U R2 D' R2 U' R' U R2 D R2 U',JOC:U' R U R2 D' R2 U' R' U R2 D R2
JHP:R U R2 D' R2 U' R' U R2 D R2 U',JPH:U R2 D' R2 U' R U R2 D R2 U' R'
JHP:R U R2 D' R2 U' R' U R2 D R2 U',JTO:R2 D' R2 U' R' U R2 D R2 U' R U
JHQ:R B' R' U R D' R' U' R D B R',JQH:R B' D' R' U R D R' U' R B R'
JHQ:R B' R' U R D' R' U' R D B R',JQG:R D' R' U' R D R' U
JHR:D R U' R' U R D' R' U' R U D R' D',JRH:D R U' D' R' U R D R' U' R U R' D'
JHS:U' R U D R' U' R D' R' U R U' R' U,JRC:U2 R U D R' U' R D' R' U R U' R' U2
JHS:U' R U D R' U' R D' R' U R U' R' U,JSG:R D R' U' R D' R' U
JHS:U' R U D R' U' R D' R' U R U' R' U,JSH:U' R U R' U' R D R' U R U' D' R' U
JHT:R U' R' U R D R' U' R U D' R',JTH:R U' D R' U R D' R' U' R U R'
JHT:R U' R' U R D R' U' R U D' R',JSG:R D R' U' R D' R' U
JHW:U' R2 D R2 U R' U' R2 D' R2 U R,JWH:R' U' R2 D R2 U R U' R2 D' R2 U
JHW:U' R2 D R2 U R' U' R2 D' R2 U R,JWY:R U' R2 D R2 U R' U' R2 D' R2 U
JHX:U R' U' R U R' D' R U' R' U D R U',JXH:U R' U' D' R U R' D R U' R' U R U'
JHX:U R' U' R U R' D' R U' R' U D R U',JZC:R' U' R U R' D' R U' R' U D R
JHY:D' R' U D R U' R' D' R U R' U' R D,JYH:D' R' U R U' R' D R U R' U' D' R D
JHZ:R' U D' R U' R' D R U R' U' R,JSY:U D' R U' R' D R U R' U'
JHZ:R' U D' R U' R' D R U R' U' R,JZH:R' U R U' R' D' R U R' U' D R
JIB:R2 D R U' R D' R' U' R D R' U R' D' R U R,JZR:R U R' D R U' R D' R' U' R D R' U R' D'
JID:R D R' U D' R D R' U2 R D' R' U D R D' R',JPD:U D' R D R' U2 R D' R' U D
JIE:R U R D' R' U R' D R U' R' D' R U' R D R2,JRG:R D' R' U R' D R U' R' D' R U' R D R' U
JIM:U R U' R' D R U2 R' D' R U' R' U',JMI:U R U R' D R U2 R' D' R U R' U'
JIM:U R U' R' D R U2 R' D' R U' R' U',JNB:R U' R' D R U2 R' D' R U' R'
JIN:D R' D' R U' R B' R2 D R D' R B R' U,JIZ:R' D' R U' R B' R2 D R D' R B R' U D
JIN:D R' D' R U' R B' R2 D R D' R B R' U,JNI:U' R B' R' D R' D' R2 B R' U R' D R D'
JIO:U R' F R D' R D R2 F' R U' R D' R' D,JIR:U D R' F R D' R D R2 F' R U' R D' R'
JIO:U R' F R D' R D R2 F' R U' R D' R' D,JOI:D' R D R' U R' F R2 D' R' D R' F' R U'
JIO:U R' F R D' R D R2 F' R U' R D' R' D,JPB:R' F R D' R D R2 F' R U' R D' R' U D
JIP:U' R' U' R D' R' U2 R D R' U' R U,JOX:R U' R' U' R D' R' U2 R D R' U' R U R'
JIP:U' R' U' R D' R' U2 R D R' U' R U,JPI:U' R' U R D' R' U2 R D R' U R U
JIQ:U R U2 R D' R' U2 R D R2 U',JIT:U D R U2 R D' R' U2 R D R2 U' D'
JIQ:U R U2 R D' R' U2 R D R2 U',JOB:R U2 R D' R' U2 R D R2
JIQ:U R U2 R D' R' U2 R D R2 U',JQI:U R2 D' R' U2 R D R' U2 R' U'
JIQ:U R U2 R D' R' U2 R D R2 U',JRP:U' R' U R U2 R D' R' U2 R D R2 U' R U
JIR:U D R' F R D' R D R2 F' R U' R D' R',JRI:R D R' U R' F R2 D' R' D R' F' R U' D'
JIR:U D R' F R D' R D R2 F' R U' R D' R',JWQ:R D' R D R2 F' R U' R D' R' U D R' F
JIR:U D R' F R D' R D R2 F' R U' R D' R',JPB:R' F R D' R D R2 F' R U' R D' R' U D
JIS:U R U' R' D' R U2 R' D R U' R' U',JSI:U R U R' D' R U2 R' D R U R' U'
JIS:U R U' R' D' R U2 R' D R U' R' U',JTB:R U' R' D' R U2 R' D R U' R'
JIT:U D R U2 R D' R' U2 R D R2 U' D',JRB:D R U2 R D' R' U2 R D R2 D'
JIT:U D R U2 R D' R' U2 R D R2 U' D',JTI:U D R2 D' R' U2 R D R' U2 R' U' D'
JIW:U' R2 D R U2 R' D' R U2 R U,JIX:U' D' R2 D R U2 R' D' R U2 R U D
JIW:U' R2 D R U2 R' D' R U2 R U,JNX:R U' R2 D R U2 R' D' R U2 R U R'
JIW:U' R2 D R U2 R' D' R U2 R U,JWI:U' R' U2 R' D R U2 R' D' R2 U
JIW:U' R2 D R U2 R' D' R U2 R U,JZD:U2 R' D' R U2 R' D R
JIX:U' D' R2 D R U2 R' D' R U2 R U D,JSX:R U' D' R2 D R U2 R' D' R U2 R U D R'
JIX:U' D' R2 D R U2 R' D' R U2 R U D,JXI:U' D' R' U2 R' D R U2 R' D' R2 U D
JIX:U' D' R2 D R U2 R' D' R U2 R U D,JZD:U2 R' D' R U2 R' D R
JIY:U' R' U' R D R' U2 R D' R' U' R U,JTX:R U' R' U' R D R' U2 R D' R' U' R U R'
JIY:U' R' U' R D R' U2 R D' R' U' R U,JYI:U' R' U R D R' U2 R D' R' U R U
JIZ:R' D' R U' R B' R2 D R D' R B R' U D,JZI:U' D' R B' R' D R' D' R2 B R' U R' D R
JMA:U' R' D R U R' D' R,JNH:R' F R U' R' D R U R' D' F' R
